,STOP_WAS_INITIATED,STOP_DURATION_MINUTES,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME,IMMEDIATE_STOP_FLAG,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR
6492,Based on Self Initiated,15,N,not arrested,N,N,N,53,MALE,BLACK,5.8,180,MED,BLACK,BLD,MANHATTAN,N,13,1
6494,Based on Radio Run,10,Y,UNAUTHORIZED USE OF A VEHICLE,Y,Y,N,29,MALE,BLACK,5.1,163,THN,BROWN,BLK,BROOKLYN,Y,10,1
6495,Based on C/W on Scene,15,N,not arrested,N,N,N,31,MALE,BLACK,5.1,160,MED,BLACK,BLK,QUEENS,N,17,10
6496,Based on Self Initiated,2,N,not arrested,Y,N,N,20,MALE,WHITE,5.6,150,THN,BROWN,BLK,BRONX,N,2,2
6497,Based on Radio Run,5,Y,ASSAULT,N,Y,N,31,MALE,WHITE,5.7,160,MED,BROWN,BLK,QUEENS,Y,23,1
6498,Based on Radio Run,3,N,not arrested,N,N,N,35,MALE,BLACK,6.0,210,THN,BROWN,BLK,BRONX,N,2,7
6499,Based on Self Initiated,10,Y,OTHER,Y,Y,N,27,MALE,BLACK,6.2,200,THN,BROWN,BLK,MANHATTAN,Y,5,1
6500,Based on Radio Run,2,Y,OTHER,N,Y,N,18,MALE,BLACK,5.1,200,HEA,BLACK,BLK,MANHATTAN,N,1,8
6501,Based on Radio Run,15,Y,ASSAULT,N,Y,N,26,MALE,BLACK,5.9,190,MED,BROWN,BLK,BROOKLYN,N,5,1
6502,Based on C/W on Scene,20,N,not arrested,Y,N,Y,34,FEMALE,WHITE,5.4,125,THN,BROWN,BLK,BROOKLYN,Y,2,1
6503,Based on Radio Run,10,Y,PETIT LARCENY,Y,Y,N,42,MALE,OTHER,5.1,140,THN,BROWN,BLK,BROOKLYN,Y,11,1
6504,Based on Self Initiated,5,N,not arrested,N,N,N,19,FEMALE,BLACK,5.1,120,THN,BROWN,OTHER,BROOKLYN,N,17,0
6505,Based on Radio Run,12,Y,CPW,Y,Y,N,24,MALE,BLACK,6.6,290,HEA,BROWN,BLK,BRONX,Y,9,0
6506,Based on Radio Run,8,Y,ROBBERY,Y,Y,Y,24,MALE,BLACK,5.11,180,MED,BROWN,BLK,MANHATTAN,N,8,1
6507,Based on Self Initiated,16,N,not arrested,Y,N,N,47,MALE,OTHER,5.9,215,HEA,BROWN,BLK,QUEENS,N,0,2
6508,Based on Radio Run,11,N,not arrested,N,Y,N,42,MALE,WHITE,5.8,150,THN,BROWN,BRO,QUEENS,Y,10,6
6509,Based on Radio Run,5,N,not arrested,Y,N,Y,30,MALE,WHITE,5.6,200,HEA,unknown,OTHER,MANHATTAN,Y,0,0
6510,Based on Radio Run,12,N,not arrested,Y,N,Y,17,MALE,WHITE,5.11,170,THN,BROWN,BRO,BRONX,Y,21,0
6511,Based on Radio Run,10,N,not arrested,Y,N,Y,38,MALE,BLACK,5.9,250,HEA,BROWN,BLD,BROOKLYN,Y,2,1
6512,Based on Self Initiated,5,N,not arrested,N,N,N,55,MALE,BLACK,5.9,140,THN,BROWN,BLD,BROOKLYN,Y,17,2
6513,Based on Self Initiated,10,N,not arrested,Y,Y,N,16,MALE,BLACK,5.8,250,HEA,BROWN,BLK,BROOKLYN,Y,20,1
6514,Based on Radio Run,2,N,not arrested,Y,N,N,35,MALE,BLACK,5.1,185,UNKNOWN,BROWN,BLK,MANHATTAN,Y,18,2
6515,Based on Radio Run,7,N,not arrested,N,N,N,43,MALE,BLACK,5.603333333333333,220,MED,unknown,BLK,MANHATTAN,Y,14,6
6516,Based on Radio Run,5,Y,ASSAULT,Y,Y,Y,40,MALE,OTHER,5.5,165,THN,BROWN,BLK,QUEENS,Y,9,1
6517,Based on Radio Run,1,N,not arrested,Y,Y,N,33,MALE,BLACK,5.6,225,HEA,BROWN,BLK,BRONX,Y,22,0
6518,Based on Self Initiated,10,N,not arrested,Y,N,N,29,MALE,BLACK,5.1,170,MED,BLACK,BLK,BROOKLYN,N,11,3
6519,Based on Radio Run,18,N,not arrested,Y,N,N,22,MALE,BLACK,5.9,130,THN,BROWN,BRO,QUEENS,N,15,1
6520,Based on Radio Run,6,N,not arrested,Y,N,Y,26,MALE,BLACK,6.0,200,UNKNOWN,BROWN,OTHER,BRONX,Y,11,4
6521,Based on Radio Run,15,N,not arrested,N,N,N,21,MALE,WHITE,5.9,150,THN,BROWN,BLK,QUEENS,N,15,2
6522,Based on Radio Run,7,N,not arrested,Y,N,Y,17,MALE,BLACK,5.7,170,THN,BROWN,OTHER,MANHATTAN,Y,21,0
6523,Based on Self Initiated,5,N,not arrested,N,N,N,31,MALE,BLACK,5.9,150,THN,BROWN,BLK,BROOKLYN,N,19,5
6524,Based on Radio Run,2,N,not arrested,N,Y,N,42,MALE,BLACK,5.8,190,MED,BROWN,BLK,BROOKLYN,Y,23,0
6525,Based on Radio Run,15,N,not arrested,N,N,N,16,MALE,WHITE,5.7,135,THN,BROWN,BLK,MANHATTAN,N,1,2
6526,Based on Radio Run,2,N,not arrested,Y,N,N,21,MALE,BLACK,5.8,130,THN,BROWN,BLK,QUEENS,Y,16,1
6527,Based on Radio Run,25,Y,BURGLARY,Y,Y,N,37,MALE,BLACK,5.9,160,THN,unknown,OTHER,BROOKLYN,Y,20,2
6528,Based on Radio Run,2,N,not arrested,Y,N,N,17,MALE,BLACK,5.8,160,THN,BROWN,BLK,BRONX,Y,17,0
6529,Based on Radio Run,5,N,not arrested,Y,N,Y,37,MALE,BLACK,6.2,180,MED,BROWN,BLK,BROOKLYN,Y,20,2
6530,Based on Radio Run,10,Y,UNAUTHORIZED USE OF A VEHICLE,Y,Y,N,17,MALE,BLACK,6.5,160,THN,BROWN,BLK,QUEENS,N,5,2
6531,Based on C/W on Scene,20,N,not arrested,Y,N,Y,38,MALE,WHITE,5.5,155,MED,BROWN,BLK,BROOKLYN,Y,2,1
6532,Based on C/W on Scene,38,Y,PETIT LARCENY,N,Y,N,32,MALE,WHITE,5.9,140,THN,BLACK,BRO,QUEENS,Y,21,1
6533,Based on Self Initiated,1,Y,CPW,N,Y,N,23,MALE,WHITE,6.1,160,THN,BROWN,BLK,MANHATTAN,Y,21,0
6534,Based on Radio Run,3,N,not arrested,Y,N,N,29,MALE,WHITE,5.1,160,THN,BLACK,BLK,MANHATTAN,Y,9,7
6535,Based on C/W on Scene,10,N,not arrested,N,N,N,53,MALE,BLACK,5.1,250,HEA,BROWN,BLK,QUEENS,Y,19,0
6536,Based on Radio Run,16,Y,ROBBERY,Y,Y,Y,14,MALE,BLACK,6.0,150,THN,BROWN,BLK,BROOKLYN,Y,22,2
6537,Based on C/W on Scene,10,Y,CRIMINAL MISCHIEF,Y,Y,N,21,MALE,BLACK,5.9,175,THN,BROWN,BLK,MANHATTAN,N,3,1
6538,Based on Radio Run,7,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,24,MALE,OTHER,5.1,200,THN,BROWN,BLK,QUEENS,Y,1,0
6539,Based on Radio Run,13,Y,PETIT LARCENY,N,Y,N,61,FEMALE,BLACK,5.7,170,THN,BROWN,BLK,QUEENS,Y,14,0
6540,Based on Radio Run,5,Y,ROBBERY,N,Y,N,39,MALE,WHITE,5.1,190,HEA,BROWN,BLK,STATEN ISLAND,Y,19,4
6541,Based on Radio Run,24,Y,OTHER,N,Y,N,45,MALE,BLACK,5.1,180,MED,BROWN,BLK,QUEENS,Y,19,1
6542,Based on Radio Run,35,N,not arrested,N,N,N,21,MALE,BLACK,5.5,190,MED,BROWN,BLK,MANHATTAN,Y,1,1
6543,Based on Radio Run,5,N,not arrested,Y,N,Y,20,MALE,WHITE,5.1,170,THN,BROWN,BLK,QUEENS,N,19,2
6544,Based on Radio Run,5,N,not arrested,Y,Y,Y,20,MALE,BLACK,5.8,160,MED,BROWN,BLK,BRONX,Y,22,6
6545,Based on Radio Run,2,N,not arrested,Y,N,Y,28,MALE,WHITE,5.7,145,THN,BROWN,BLK,MANHATTAN,N,10,1
6546,Based on Radio Run,10,N,not arrested,Y,N,N,16,MALE,BLACK,6.1,210,MED,BROWN,BLK,MANHATTAN,N,10,2
6547,Based on Radio Run,6,N,not arrested,Y,Y,Y,40,FEMALE,BLACK,5.5,150,MED,unknown,BLK,MANHATTAN,Y,0,1
6548,Based on C/W on Scene,41,N,not arrested,N,N,N,40,MALE,BLACK,5.1,260,HEA,BROWN,OTHER,MANHATTAN,N,13,9
6549,Based on Self Initiated,1,Y,CPW,Y,Y,N,32,FEMALE,BLACK,5.5,180,MED,BROWN,BLK,BRONX,Y,1,0
6550,Based on Radio Run,5,N,not arrested,Y,N,Y,36,MALE,WHITE,5.7,150,MED,unknown,BLK,BRONX,N,21,3
6551,Based on Radio Run,5,Y,PETIT LARCENY,Y,N,Y,28,MALE,BLACK,6.0,185,THN,BROWN,BLK,MANHATTAN,Y,22,2
6552,Based on Radio Run,20,N,not arrested,Y,Y,Y,25,MALE,BLACK,5.1,135,THN,BROWN,BLK,QUEENS,Y,9,1
6553,Based on Radio Run,20,N,not arrested,N,N,N,23,MALE,BLACK,5.8,150,THN,BLACK,BLK,BRONX,Y,5,1
6554,Based on Radio Run,5,N,not arrested,Y,N,N,24,MALE,BLACK,5.7,175,MED,BROWN,BLK,BRONX,Y,19,0
6555,Based on Radio Run,20,N,not arrested,N,N,N,14,FEMALE,WHITE,5.8,120,THN,unknown,BRO,QUEENS,Y,19,1
6556,Based on Self Initiated,10,N,not arrested,N,N,N,17,MALE,BLACK,5.1,175,MED,BLACK,BLK,MANHATTAN,N,22,1
6557,Based on Self Initiated,1,Y,CPW,Y,Y,Y,23,FEMALE,BLACK,5.5,150,HEA,BROWN,OTHER,BROOKLYN,N,6,0
6558,Based on Radio Run,10,N,not arrested,Y,N,Y,17,FEMALE,BLACK,5.4,200,HEA,BROWN,BLK,BRONX,N,15,2
6559,Based on Self Initiated,5,N,not arrested,N,N,N,63,MALE,WHITE,5.11,200,MED,BROWN,BRO,QUEENS,N,17,1
6560,Based on Radio Run,5,Y,PETIT LARCENY,N,Y,N,38,MALE,BLACK,5.1,180,MED,BLACK,BLK,MANHATTAN,Y,16,4
6561,Based on C/W on Scene,7,Y,CPW,Y,Y,N,42,MALE,WHITE,5.7,140,THN,BROWN,BLK,BROOKLYN,Y,21,2
6562,Based on C/W on Scene,40,N,not arrested,Y,Y,Y,28,FEMALE,WHITE,5.2,110,THN,BROWN,BLK,STATEN ISLAND,Y,22,6
6563,Based on Radio Run,5,Y,CPW,Y,Y,Y,15,MALE,BLACK,5.5,150,THN,BLACK,BLK,BRONX,Y,20,1
6564,Based on C/W on Scene,28,N,not arrested,Y,Y,N,50,MALE,BLACK,6.1,175,MED,BROWN,BLK,BRONX,Y,18,1
6565,Based on Radio Run,20,Y,OTHER,Y,Y,N,35,MALE,OTHER,5.1,180,MED,BROWN,BLK,MANHATTAN,Y,9,0
6566,Based on C/W on Scene,5,Y,ROBBERY,Y,N,Y,32,MALE,BLACK,5.6,160,THN,BROWN,BLK,BRONX,Y,3,0
6567,Based on Radio Run,10,N,not arrested,Y,N,Y,21,MALE,BLACK,5.9,210,MED,BROWN,GRY,MANHATTAN,N,5,1
6568,Based on Radio Run,10,N,not arrested,N,N,N,28,MALE,BLACK,6.2,160,MED,BROWN,BLK,BROOKLYN,Y,18,1
6569,Based on C/W on Scene,15,N,not arrested,N,Y,N,22,MALE,BLACK,5.11,165,THN,BROWN,BLK,MANHATTAN,Y,3,1
6570,Based on Radio Run,5,N,not arrested,Y,N,Y,17,MALE,BLACK,5.9,170,MED,BROWN,BLK,BROOKLYN,Y,19,1
6571,Based on Radio Run,7,N,not arrested,Y,N,Y,13,FEMALE,WHITE,5.7,125,THN,BLACK,BLK,BRONX,Y,0,1
6572,Based on Radio Run,3,Y,GRAND LARCENY,Y,Y,N,38,MALE,BLACK,6.1,180,MED,BROWN,BLK,BRONX,Y,1,0
6573,Based on Radio Run,6,N,not arrested,N,N,N,60,FEMALE,BLACK,5.0,150,THN,BLACK,BLK,QUEENS,Y,13,0
6574,Based on Radio Run,15,N,not arrested,Y,N,Y,12,FEMALE,WHITE,5.2,105,THN,BROWN,OTHER,BRONX,N,11,2
6575,Based on Radio Run,15,N,not arrested,N,N,N,34,FEMALE,WHITE,5.8,130,THN,BROWN,BLK,MANHATTAN,N,1,1
6576,Based on Radio Run,20,Y,PETIT LARCENY,N,Y,N,30,MALE,BLACK,5.9,170,MED,BROWN,BLK,QUEENS,N,17,2
6577,Based on Self Initiated,5,Y,CPW,Y,Y,N,15,MALE,BLACK,5.5,145,THN,BROWN,BLK,BRONX,Y,22,2
6578,Based on Radio Run,5,Y,ROBBERY,N,Y,N,25,MALE,BLACK,5.11,175,MED,BROWN,BLK,BROOKLYN,N,23,0
6579,Based on Radio Run,12,N,not arrested,Y,N,Y,40,MALE,WHITE,6.3,200,THN,BROWN,BLK,BROOKLYN,N,1,2
6580,Based on Radio Run,5,N,not arrested,Y,N,Y,44,MALE,BLACK,6.0,180,MED,BROWN,BLK,BROOKLYN,N,1,2
6581,Based on Self Initiated,10,N,not arrested,Y,N,Y,20,MALE,BLACK,5.6,130,MED,BROWN,BLK,BROOKLYN,Y,19,0
6582,Based on Radio Run,10,N,not arrested,Y,N,Y,15,FEMALE,BLACK,5.5,120,THN,BROWN,BLK,BRONX,Y,22,0
6583,Based on Radio Run,3,Y,MENACING,N,Y,N,40,MALE,WHITE,5.9,180,MED,BROWN,BLK,BRONX,Y,4,0
6584,Based on Radio Run,30,Y,ASSAULT,Y,N,Y,21,MALE,BLACK,5.599999999999999,163,UNKNOWN,unknown,BLK,BRONX,Y,16,5
6585,Based on Radio Run,15,N,not arrested,N,N,N,17,MALE,WHITE,5.366666666666667,150,THN,BROWN,BRO,BRONX,N,21,1
6586,Based on Radio Run,8,N,not arrested,Y,Y,N,47,MALE,BLACK,5.9,180,THN,BLACK,BLK,BRONX,N,22,4
6587,Based on Radio Run,6,Y,GRAND LARCENY,Y,Y,N,38,MALE,BLACK,5.11,175,MED,BLACK,BLK,BROOKLYN,N,16,1
6588,Based on Radio Run,15,N,not arrested,N,N,N,18,MALE,WHITE,5.5,150,MED,BROWN,BLK,QUEENS,Y,1,0
6589,Based on C/W on Scene,40,Y,CPW,Y,Y,Y,23,MALE,WHITE,5.6,185,HEA,BROWN,BLK,BROOKLYN,N,15,0
6590,Based on Radio Run,3,N,not arrested,Y,N,Y,40,MALE,WHITE,5.8,150,THN,BROWN,OTHER,MANHATTAN,Y,9,1
6591,Based on Radio Run,15,N,not arrested,N,Y,N,18,MALE,BLACK,5.9,180,MED,BROWN,BLK,QUEENS,Y,19,1
6592,Based on Radio Run,3,Y,ROBBERY,N,Y,N,53,MALE,WHITE,5.1,180,MED,BROWN,BLD,STATEN ISLAND,Y,13,5
6593,Based on Radio Run,10,N,not arrested,N,Y,Y,45,FEMALE,WHITE,5.4,150,THN,unknown,BRO,BRONX,N,10,1
6594,Based on Radio Run,6,N,not arrested,Y,N,N,13,MALE,BLACK,5.8,150,MED,BROWN,BLK,BROOKLYN,Y,18,1
6595,Based on Radio Run,5,Y,OTHER,Y,Y,N,35,MALE,OTHER,5.7,170,MED,BLACK,BLD,BRONX,Y,2,0
6596,Based on Radio Run,6,N,not arrested,Y,Y,Y,23,MALE,BLACK,6.2,190,THN,BROWN,BLK,QUEENS,Y,22,8
6597,Based on Radio Run,5,N,not arrested,Y,N,Y,40,MALE,BLACK,6.3,200,MED,BROWN,BLD,BRONX,Y,7,1
6598,Based on Radio Run,5,N,not arrested,Y,N,Y,34,MALE,OTHER,5.7,165,MED,BROWN,BLK,QUEENS,Y,9,5
6599,Based on Self Initiated,10,N,not arrested,N,Y,N,37,MALE,WHITE,5.9,150,THN,BROWN,BRO,MANHATTAN,N,23,4
6600,Based on Radio Run,7,N,not arrested,Y,Y,Y,42,MALE,OTHER,5.1,140,THN,BLACK,BLK,QUEENS,Y,19,7
6601,Based on Radio Run,3,Y,ROBBERY,Y,Y,Y,28,MALE,BLACK,5.8,140,THN,BROWN,BLK,MANHATTAN,Y,15,1
6602,Based on Self Initiated,3,N,not arrested,Y,N,N,36,MALE,BLACK,6.0,165,THN,BROWN,BRO,QUEENS,Y,16,0
6603,Based on Self Initiated,1,Y,BURGLARY,N,Y,N,56,MALE,BLACK,5.3,150,THN,BROWN,GRY,MANHATTAN,Y,2,6
6604,Based on Self Initiated,10,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,N,N,52,MALE,BLACK,5.8,140,MED,BROWN,OTHER,MANHATTAN,Y,21,1
6605,Based on C/W on Scene,17,N,not arrested,Y,Y,N,38,MALE,WHITE,6.2,200,MED,OTHER,BLK,BROOKLYN,Y,9,1
6606,Based on Radio Run,20,N,not arrested,N,N,N,24,MALE,WHITE,5.9,160,MED,OTHER,BRO,QUEENS,Y,13,8
6607,Based on Self Initiated,20,N,not arrested,N,N,N,62,MALE,WHITE,5.6,170,THN,BLACK,BLD,MANHATTAN,Y,3,1
6608,Based on Radio Run,7,Y,ROBBERY,N,N,Y,35,MALE,BLACK,5.1,200,MED,BROWN,BLK,BROOKLYN,Y,11,0
6609,Based on Self Initiated,15,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,Y,Y,N,20,MALE,WHITE,5.6,185,MED,BROWN,BLK,QUEENS,N,18,0
6610,Based on C/W on Scene,5,Y,ASSAULT,Y,Y,Y,38,MALE,BLACK,5.7,165,THN,BROWN,BLK,BRONX,Y,0,4
6611,Based on Radio Run,8,Y,ASSAULT,N,Y,N,37,MALE,BLACK,5.11,160,THN,BROWN,BLK,MANHATTAN,Y,12,6
6612,Based on Self Initiated,19,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,N,63,MALE,BLACK,5.5,160,MED,BROWN,GRY,STATEN ISLAND,N,3,1
6613,Based on Radio Run,3,Y,ROBBERY,N,Y,N,29,FEMALE,WHITE,5.7,160,THN,OTHER,BRO,QUEENS,Y,0,5
6614,Based on Radio Run,3,N,not arrested,Y,N,N,30,MALE,BLACK,5.7,180,MED,BROWN,BLK,BROOKLYN,Y,0,5
6615,Based on Self Initiated,12,N,not arrested,N,N,N,19,MALE,WHITE,5.6,125,THN,BROWN,BLK,QUEENS,N,2,3
6616,Based on Self Initiated,2,N,not arrested,Y,N,N,38,MALE,BLACK,5.9,190,MED,BROWN,BLK,BROOKLYN,N,21,8
6617,Based on Self Initiated,5,N,not arrested,N,N,N,27,MALE,WHITE,5.1,180,THN,unknown,BLK,BROOKLYN,Y,0,0
6618,Based on Radio Run,5,N,not arrested,Y,Y,Y,40,MALE,WHITE,5.833333333333333,230,HEA,BROWN,BLK,BRONX,N,22,1
6619,Based on Radio Run,5,N,not arrested,Y,Y,N,19,MALE,BLACK,5.1,200,MED,BROWN,BLK,BROOKLYN,Y,12,3
6620,Based on Radio Run,4,Y,ROBBERY,Y,Y,Y,53,MALE,WHITE,5.6,150,THN,BROWN,BLK,BRONX,N,2,1
6621,Based on Radio Run,41,N,not arrested,N,N,N,62,MALE,BLACK,6.1,180,THN,BROWN,GRY,BROOKLYN,Y,14,1
6622,Based on Self Initiated,8,N,not arrested,Y,N,Y,20,MALE,BLACK,5.7,130,THN,BROWN,BLK,BROOKLYN,N,20,2
6624,Based on Radio Run,4,N,not arrested,Y,N,Y,58,MALE,WHITE,5.6,145,THN,OTHER,BLK,BRONX,Y,0,2
6626,Based on Radio Run,18,N,not arrested,N,N,N,31,MALE,BLACK,5.9,175,MED,BROWN,BRO,MANHATTAN,N,2,0
6627,Based on Radio Run,17,N,not arrested,Y,N,Y,43,MALE,BLACK,5.1,180,MED,BROWN,BLK,BRONX,Y,12,1
6628,Based on Radio Run,15,Y,ROBBERY,Y,Y,N,16,MALE,BLACK,5.8,110,UNKNOWN,unknown,OTHER,BROOKLYN,N,20,1
6629,Based on Radio Run,10,Y,GRAND LARCENY,N,Y,N,26,MALE,BLACK,6.2,173,THN,unknown,OTHER,BRONX,Y,16,1
6630,Based on Self Initiated,2,N,not arrested,Y,N,N,21,MALE,BLACK,6.1,170,THN,BROWN,BLK,BROOKLYN,N,23,1
6631,Based on Radio Run,20,N,not arrested,Y,N,N,12,MALE,BLACK,5.6,90,MED,BROWN,BRO,MANHATTAN,Y,23,1
6632,Based on Radio Run,5,N,not arrested,Y,Y,N,33,MALE,BLACK,5.7,150,THN,BROWN,BLK,BRONX,N,23,2
6633,Based on Radio Run,12,Y,CRIMINAL TRESPASS,N,Y,N,19,MALE,WHITE,5.7,120,THN,BROWN,BRO,BROOKLYN,Y,21,1
6634,Based on C/W on Scene,4,N,not arrested,Y,Y,Y,49,MALE,BLACK,5.1,210,MED,BROWN,BLK,BROOKLYN,Y,1,1
6635,Based on Self Initiated,10,Y,CRIMINAL TRESPASS,N,N,N,16,MALE,BLACK,5.1,200,HEA,BROWN,BLK,MANHATTAN,Y,22,5
6636,Based on Radio Run,20,Y,OTHER,Y,Y,N,22,MALE,OTHER,5.9,160,THN,BLACK,BLK,QUEENS,Y,5,0
6637,Based on Radio Run,40,Y,ROBBERY,Y,Y,Y,16,MALE,BLACK,5.1,155,UNKNOWN,BROWN,BLK,MANHATTAN,N,22,1
6638,Based on C/W on Scene,10,N,not arrested,N,N,N,26,FEMALE,BLACK,5.5,135,MED,BROWN,OTHER,MANHATTAN,N,20,1
6639,Based on Radio Run,5,Y,ASSAULT,N,Y,N,15,MALE,WHITE,5.7,140,THN,BROWN,BLK,BRONX,Y,20,5
6640,Based on Radio Run,2,Y,OTHER,Y,Y,N,24,MALE,BLACK,6.5,240,HEA,BROWN,BLK,QUEENS,Y,11,1
6641,Based on Radio Run,2,N,not arrested,Y,N,Y,36,FEMALE,BLACK,5.7,140,THN,BROWN,BLK,BROOKLYN,Y,19,4
6642,Based on Radio Run,27,N,not arrested,N,N,N,30,MALE,WHITE,5.1,185,MED,BROWN,BRO,BRONX,Y,2,1
6643,Based on Radio Run,7,N,not arrested,Y,N,N,17,FEMALE,WHITE,5.3,150,THN,BROWN,BRO,BRONX,N,1,0
6644,Based on Radio Run,20,N,not arrested,N,N,N,41,MALE,BLACK,5.8,160,MED,BROWN,BLK,BROOKLYN,Y,5,1
6645,Based on Radio Run,5,Y,GRAND LARCENY AUTO,Y,Y,Y,15,MALE,BLACK,5.8,150,THN,BROWN,BLK,STATEN ISLAND,Y,0,4
6646,Based on Radio Run,17,Y,BURGLARY,N,Y,N,15,MALE,BLACK,5.5,150,MED,BROWN,BLK,QUEENS,Y,6,1
6647,Based on Radio Run,10,Y,MURDER,Y,Y,Y,18,MALE,BLACK,5.8,150,MED,BROWN,BLK,BRONX,Y,11,0
6648,Based on C/W on Scene,8,Y,PETIT LARCENY,N,Y,N,44,MALE,BLACK,6.2,195,UNKNOWN,BROWN,BLK,MANHATTAN,Y,2,0
6649,Based on Radio Run,5,Y,BURGLARY,Y,Y,Y,17,MALE,BLACK,5.1,170,THN,BROWN,BLK,BRONX,Y,0,1
6650,Based on Radio Run,10,Y,CPW,Y,Y,Y,39,MALE,BLACK,5.1,230,HEA,BROWN,BLD,STATEN ISLAND,N,15,7
6651,Based on C/W on Scene,4,N,not arrested,N,Y,N,22,FEMALE,BLACK,5.9,130,THN,BROWN,OTHER,QUEENS,Y,18,0
6652,Based on Radio Run,10,Y,CPW,Y,Y,Y,30,MALE,BLACK,5.8,183,MED,BROWN,BLK,QUEENS,Y,0,8
6653,Based on C/W on Scene,20,Y,GRAND LARCENY,N,N,N,44,FEMALE,BLACK,5.8,187,MED,BLACK,BLD,MANHATTAN,N,16,8
6654,Based on Radio Run,3,Y,CPW,Y,Y,Y,18,MALE,BLACK,5.9,130,THN,BROWN,BLK,MANHATTAN,Y,17,2
6655,Based on C/W on Scene,10,N,not arrested,Y,N,N,39,MALE,BLACK,5.9,170,THN,BROWN,BRO,BROOKLYN,N,9,1
6656,Based on Radio Run,2,N,not arrested,Y,N,N,55,MALE,BLACK,5.57,172,THN,BROWN,BLD,BRONX,Y,16,10
6657,Based on Radio Run,20,N,not arrested,Y,Y,N,23,MALE,BLACK,5.5,150,THN,BLACK,BLK,BROOKLYN,Y,14,1
6658,Based on Self Initiated,2,N,not arrested,Y,N,N,22,MALE,WHITE,5.7,160,MED,BROWN,BLK,MANHATTAN,Y,21,1
6659,Based on Radio Run,7,Y,ROBBERY,Y,Y,Y,14,MALE,BLACK,5.4,120,THN,BLACK,BLK,MANHATTAN,Y,17,2
6660,Based on Self Initiated,15,N,not arrested,Y,N,N,19,MALE,WHITE,5.1,160,THN,unknown,OTHER,BRONX,N,19,1
6661,Based on Radio Run,7,N,not arrested,N,N,N,50,MALE,BLACK,6.1,270,HEA,BLACK,BRO,MANHATTAN,Y,22,1
6662,Based on Radio Run,10,Y,CPW,Y,Y,Y,36,MALE,WHITE,5.9,150,MED,BROWN,BLK,QUEENS,N,21,4
6663,Based on C/W on Scene,30,N,not arrested,N,N,N,32,FEMALE,BLACK,5.7,120,MED,BROWN,BLK,MANHATTAN,Y,2,2
6664,Based on Radio Run,5,Y,ROBBERY,N,Y,N,20,MALE,WHITE,5.8,200,MED,OTHER,BRO,BROOKLYN,Y,14,3
6665,Based on Radio Run,10,Y,ASSAULT,Y,Y,N,34,MALE,WHITE,5.6,180,MED,BROWN,BLK,QUEENS,N,16,1
6666,Based on Radio Run,5,Y,OTHER,N,Y,N,39,MALE,BLACK,6.0,200,THN,BROWN,BLK,BROOKLYN,Y,4,4
6667,Based on Radio Run,5,N,not arrested,Y,N,N,57,MALE,WHITE,6.1,250,HEA,BROWN,BLD,QUEENS,Y,19,1
6668,Based on Radio Run,13,N,not arrested,Y,N,N,48,MALE,BLACK,5.6,150,THN,BROWN,BLD,MANHATTAN,Y,7,1
6669,Based on Radio Run,5,N,not arrested,Y,N,N,34,MALE,WHITE,6.0,180,MED,BROWN,BLK,BRONX,Y,3,3
6670,Based on Radio Run,9,Y,ASSAULT,N,Y,N,13,MALE,BLACK,5.0,140,HEA,BLACK,BLK,QUEENS,Y,17,1
6671,Based on Radio Run,1,Y,CPW,Y,Y,Y,18,MALE,WHITE,5.1,150,THN,BROWN,BRO,BRONX,Y,17,2
6672,Based on Radio Run,13,Y,PETIT LARCENY,N,Y,N,61,MALE,BLACK,5.8,190,MED,BROWN,GRY,MANHATTAN,Y,12,1
6673,Based on Radio Run,17,N,not arrested,Y,N,N,53,MALE,BLACK,6.5,180,THN,BROWN,BLK,BROOKLYN,Y,14,0
6674,Based on Radio Run,2,N,not arrested,Y,N,Y,20,MALE,BLACK,5.8,160,THN,BLACK,BLK,BRONX,Y,18,4
6675,Based on Radio Run,15,N,not arrested,Y,Y,Y,29,MALE,BLACK,5.6,180,MED,BROWN,BLK,BROOKLYN,Y,10,1
6676,Based on Self Initiated,15,N,not arrested,N,N,N,42,MALE,WHITE,6.1,170,THN,BROWN,BRO,STATEN ISLAND,N,2,1
6677,Based on Radio Run,5,N,not arrested,N,N,N,27,MALE,BLACK,6.2,180,MED,BROWN,BLK,BROOKLYN,Y,20,1
6678,Based on Radio Run,1,N,not arrested,Y,N,Y,14,MALE,BLACK,5.2,110,THN,BROWN,BLK,BROOKLYN,Y,17,0
6679,Based on Radio Run,5,N,not arrested,N,N,N,29,MALE,BLACK,6.0,230,MED,BROWN,BLK,BRONX,Y,14,4
