STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
3795,2020-04-23,12:00:00,2020,April,Thursday,Based on Radio Run,APP,POM,860,SGT,860,O,P,PSB,1,ASSAULT,1,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,CONFUSED AND IRRATIONAL.,50,MALE,BLACK,6.1,180,MED,BRO,BLD,BEARD,18,A,(null),1 E 53 ST,E 53 ST,991098,216271,10022,PBMS,MANHATTAN
9488,2020-12-29,15:30:00,2020,December,Tuesday,Based on Radio Run,APP,POM,34,SGT,34,(null),(null),(null),3,CPW,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,(,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,COOPERATIVE,23,MALE,BLACK HISPANIC,5.7,150,THN,BRO,BLK,(null),34,B,(null),BROADWAY && W 180 ST,BROADWAY,1001846,248795,10033,PBMN,MANHATTAN
6001,2020-06-02,14:09:00,2020,June,Tuesday,Based on Radio Run,APP,POM,28,LT,28,O,(null),(null),2,CRIMINAL MISCHIEF,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,UNDERSTANDING,23,MALE,BLACK,6,160,MED,BRO,BLK,(null),28,B,(null),W 114 ST && ADAM CLAYTON POWELL JR BLVD,W 114 ST,996736,231658,10026,PBMN,MANHATTAN
7103,2020-09-15,22:45:00,2020,September,Tuesday,Based on Self Initiated,APP,POM,62,SGT,62,(null),(null),(null),1,GRAND LARCENY AUTO,3,Y,(null),Y,Y,OTHER,N,(null),Y,(null),(null),(null),Y,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,Y,(null),CM,AGGRESSIVELY COMBATIVE,15,MALE,BLACK,5.5,120,THN,BRO,BLK,WHITE SHIRT GREY SWEATPANTS W,61,B,(null),AVENUE T && E 22 ST,AVENUE T,998169,158552,11229,PBBS,BROOKLYN
9369,2020-12-19,01:24:00,2020,December,Saturday,Based on Radio Run,APP,POM,172,SGT,172,O,(null),(null),1,ASSAULT,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,UPSET, ,MALE,WHITE HISPANIC,5.8,185,MED,BRO,BLK,(null),115,D,(null),38-05 JUNCTION BLVD,JUNCTION BLVD,1020429,212358,11368,PBQN,QUEENS
6329,2020-08-09,22:32:00,2020,August,Sunday,Based on Radio Run,APP,POM,7,SGT,7,O,P,PSB,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,COMPLIANT,36,MALE,BLACK,5.11,215,MED,BRO,BLK,BLACK AND GREEN SNEAKERS/ DAR,7,C,(null),2 CLINTON ST,CLINTON ST,988720,202033,10002,PBMS,MANHATTAN
4885,2020-05-23,21:19:00,2020,May,Saturday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housin,1,CPW,7,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,Y,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),Y,(null),(null),(null),SA,NERVOUS,18,MALE,BLACK,5.6,140,THN,BRO,BLK,(null),76,D,(null),30 CENTRE MALL,CENTRE MALL,982528,185251,11231,PBBS,BROOKLYN
2142,2020-03-02,12:18:00,2020,March,Monday,Based on Self Initiated,APP,POM,136,SGT,136,O,(null),(null),1,BURGLARY,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(,(null),(null),(null),(null),(null),(null),CM,CALM,50,MALE,BLACK,5.5,150,THN,BRO,BLD,BLACK JACKET AND BLACK JEANS,25,C,(null),E 116 ST && PARK AVE,E 116 ST,999967,230491,10029,PBMN,MANHATTAN
1489,2020-02-10,21:05:00,2020,February,Monday,Based on Radio Run,APP,POM,79,SGT,79,(null),P,PSB,2110,ROBBERY,5,Y,(null),Y,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),Y,(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,NERVOUS,14,MALE,BLACK,5.5,120,THN,BRO,BLK,NONE,79,B,(null),86 LEXINGTON AVE,LEXINGTON AVE,995745,189454,11238,PBBN,BROOKLYN
428,2020-01-07,19:00:00,2020,January,Tuesday,Based on Radio Run,APP,POM,446,SGT,446,(null),P,PSB,1,CPW,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),PF,CALM,33,MALE,ASIAN / PACIFIC ISLANDER,5.1,225,MED,BLK,BLK,,120,D,(null),BROWNELL ST && TOMPKINS ST,BROWNELL ST,963241,166960,10304,PBSI,STATEN ISLAND
1102,2020-01-31,16:22:00,2020,January,Friday,Based on Self Initiated,APP,POM,808,SGT,808,I,H,Housin,1,CRIMINAL TRESPASS,12,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,,17,MALE,BLACK,5.2,125,THN,BRO,BLK,(null),47,A,(null),711 MAGENTA ST,MAGENTA ST,1021167,258309,10467,PBBX,BRONX
7708,2020-10-13,21:54:00,2020,October,Tuesday,Based on Radio Run,APP,POM,73,SGT,73,O,P,PSB,1,CPW,0,Y,(null),N,Y,OTHER,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),PF,UPSET,18,MALE,BLACK,5.9,250,HEA,BRO,BLK,PINK SWEATSHIRT/PINK PANTS,73,D,(null),475 HERZL ST,HERZL ST,1008528,179046,11212,PBBN,BROOKLYN
8748,2020-11-13,22:15:00,2020,November,Friday,Based on Radio Run,APP,POM,75,SGT,75,I,(null),(null),5,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),CM,CALM,20,MALE,BLACK,5.5,190,MED,BRO,BLK,(null),75,D,(null),647 PENNSYLVANIA AVE,PENNSYLVANIA AVE,1014048,180294,11207,PBBN,BROOKLYN
2802,2020-03-20,01:20:00,2020,March,Friday,Based on Radio Run,APP,POM,6,SGT,6,(null),(null),(null),0,PETIT LARCENY,11,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),Y,(null),(null),(null),(null),SA,ANGRY,26,MALE,WHITE HISPANIC,6,200,MED,BRO,BRO,,6,C,(null),W 4 ST && AVENUE OF THE AMERICAS,W 4 ST,983985,205857,10011,PBMS,MANHATTAN
6506,2020-08-18,16:11:00,2020,August,Tuesday,Based on Radio Run,APP,POM,122,SGT,122,O,P,PSB,10,GRAND LARCENY,17,Y,(null),Y,N,(null),Y,MARIJU,Y,(null),(null),(null),N,Y,N,N,Y,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CO,NERVOUS,25,MALE,BLACK,6.1,170,U,BRO,BLK,WHITE T-SHIRT,122,A,(null),582 ARMSTRONG AVE,ARMSTRONG AVE,939724,139210,10308,PBSI,STATEN ISLAND
8824,2020-08-25,20:22:00,2020,August,Tuesday,Based on Self Initiated,APP,POM,40,SGT,40,O,H,Housin,5,CPW,1,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),N,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(,(null),(null),Y,Y,(null),(null),SA,ATTEMPTED TO RUN,22,MALE,BLACK,6,150,THN,BRO,BLK,(null),40,B,(null),350 E 137 ST,E 137 ST,1005005,233882,10454,PBBX,BRONX
9179,2020-12-19,23:50:00,2020,December,Saturday,Based on Radio Run,APP,POM,67,SGT,67,(null),P,PSB,2,CPW,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,NERVOUS,25,MALE,BLACK,5.8,200,MED,BRO,BLK,(null),67,E,(null),251 E 88 ST,E 88 ST,1007462,175156,11236,PBBS,BROOKLYN
4687,2020-01-05,08:40:00,2020,January,Sunday,Based on C/W on Scene,APP,POF,436,SGT,436,O,P,PSB,1,PETIT LARCENY,3,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,CALM & COOPERATIVE,57,MALE,BLACK,5.8,170,MED,BRO,ZZZ,UNKNOWN,13, ,(null),1 AVE && E 24 ST,1 AVE,990332,207988,10010,PBMS,MANHATTAN
5799,2020-06-11,08:30:00,2020,June,Thursday,Based on Radio Run,APP,POM,81,LT,81,I,P,PSB,2,ASSAULT,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,"ANGRY, COMBATIVE TOWARD POLICE",33,MALE,BLACK,5.1,170,THN,BLK,BLK,RES SHIRT,81,B,1,835 HALSEY ST,HALSEY ST,1006654,189016,11233,PBBN,BROOKLYN
6526,2020-08-18,22:43:00,2020,August,Tuesday,Based on Radio Run,APP,POM,40,SGT,40,O,P,PSB,1,ROBBERY,8,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,31,MALE,WHITE HISPANIC,5.6,200,MED,BRO,BRO,(null),40,B,(null),402 E 136 ST,E 136 ST,1005437,233498,10454,PBBX,BRONX
5782,2020-07-01,01:21:00,2020,July,Wednesday,Based on Self Initiated,APP,POM,40,SGT,40,(null),(null),(null),5,ROBBERY,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,NERVOUS,20,MALE,WHITE HISPANIC,6.2,170,THN,BRO,BLK,BEARD,40,B,(null),WILLIS AVENUE && BRUCKNER BOULEVARD,WILLIS AVENUE,1004926,234532,(null),PBBX,BRONX
3090,2020-03-24,20:17:00,2020,March,Tuesday,Based on Radio Run,APP,POM,48,SGT,48,O,P,PSB,1,BURGLARY,1,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CO,UPSET,22,MALE,WHITE HISPANIC,5.5,130,THN,BRO,BLK,BEADS PONYTAIL,48,C,(null),879 E 175 ST,E 175 ST,1015189,245329,10460,PBBX,BRONX
2167,2020-03-04,02:05:00,2020,March,Wednesday,Based on Self Initiated,APP,POM,446,SGT,446,O,(null),(null),1,GRAND LARCENY AUTO,30,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,CALM AND NERVOUS,29,MALE,WHITE HISPANIC,5.5,350,HEA,BRO,BLK,(null),121,A,(null),985 RICHMOND AVE,RICHMOND AVE,943113,166350,10314,PBSI,STATEN ISLAND
6573,2020-08-23,21:48:00,2020,August,Sunday,Based on Radio Run,APP,POM,805,SGT,805,O,H,Housin,1,PETIT LARCENY,7,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,"CONFUSED, AND ANXIOUS",22,MALE,WHITE HISPANIC,5.11,200,MED,BRO,BLK,WHITE SHIRT RED HAT W/ BLACK,23,D,(null),332 E 115 ST,E 115 ST,1001694,229088,10029,PBMN,MANHATTAN
9241,2020-12-06,17:30:00,2020,December,Sunday,Based on Radio Run,APP,POM,77,SGT,77,O,P,PSB,4,OTHER,2,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,32,MALE,BLACK,6.1,175,THN,BRO,BLK,RED BANDANA FLAG,77,D,(null),EASTERN PKWY && BUFFALO AVE,EASTERN PKWY,1004888,182840,11213,PBBN,BROOKLYN
5438,2020-05-28,21:40:00,2020,May,Thursday,Based on Radio Run,APP,POM,28,LT,28,(null),(null),(null),1,MENACING,3,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),Y,(null),(null),(null),(null),CM,CALM,43,MALE,WHITE HISPANIC,5.1,125,THN,BRO,BLK,(null),28,D,(null),75 W 125 ST,W 125 ST,999533,233529,10027,PBMN,MANHATTAN
5106,2020-02-16,00:28:00,2020,February,Sunday,Based on Radio Run,APP,POM,34,SGT,34,O,(null),(null),0,AUTO STRIPPIG,2,Y,(null),Y,Y,AUTO STRIPPIG,N,(null),N,(null),S,V,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),CM,COMPLIANT,28,FEMALE,BLACK HISPANIC,5.7,155,MED,BRO,BLK,(null),34,C,(null),4600 BROADWAY,BROADWAY,1003576,252977,10040,PBMN,MANHATTAN
631,2020-01-22,23:16:00,2020,January,Wednesday,Based on Radio Run,APP,POM,318,SGT,318,O,P,PSB,1,ROBBERY,5,Y,(null),Y,N,(null),N,(null),N,(null),(null),V,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,AGITATED,23,MALE,BLACK,5.1,160,THN,BRO,BLK,(null),76,B,(null),360 BALTIC ST,BALTIC ST,986765,188616,11201,PBBS,BROOKLYN
4422,2020-05-12,02:31:00,2020,May,Tuesday,Based on Self Initiated,APP,POM,111,SGT,111,O,P,PSB,2,GRAND LARCENY,45,Y,(null),Y,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),PF,CALM,20,MALE,BLACK HISPANIC,5.9,160,THN,BRO,BLK,(null),111,A,(null),61-36 233 ST,233 ST,1054763,212874,11364,PBQN,QUEENS
4669,2020-05-15,14:15:00,2020,May,Friday,Based on Radio Run,APP,POM,102,SGT,102,(null),P,PSB,2,PETIT LARCENY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),SA,AGITATED,32,FEMALE,BLACK,5.1,150,MED,BRO,BLK,ARMY PANTS,102,A,(null),134 ST && JAMAICA AVE,134 ST,1034506,195216,11418,PBQS,QUEENS
2844,2020-03-23,09:38:00,2020,March,Monday,Based on Radio Run,APP,POM,50,SGT,50,O,P,PSB,1,PETIT LARCENY,10,Y,(null),Y,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,NERVOUS,22,FEMALE,WHITE,5.8,120,THN,GRN,BLN,DARK GREEN LEATHER COAT WHITE,50,C,(null),3260 NETHERLAND AVE,NETHERLAND AVE,1008870,261815,10463,PBBX,BRONX
6885,2020-09-08,17:44:00,2020,September,Tuesday,Based on Radio Run,APP,POM,115,SGT,115,(null),(null),(null),1,CPW,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,REMAINED CALM,37,MALE,WHITE HISPANIC,5.8,185,THN,BRO,BRO,(null),115,D,(null),112 ST && 39 AVE,112 ST,1024430,213569,11368,PBQN,QUEENS
1106,2020-02-05,21:40:00,2020,February,Wednesday,Based on Self Initiated,APP,POM,75,SGT,75,(null),(null),(null),1,CPW,5,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(,(null),(null),(null),(null),Y,(null),SB,CALM,36,MALE,BLACK,5.6,145,THN,BRO,BLK,(null),75,D,(null),WORTMAN AVE && BARBEY ST,WORTMAN AVE,1017266,179268,11207,PBBN,BROOKLYN
7578,2020-10-11,00:45:00,2020,October,Sunday,Based on Radio Run,APP,POM,76,SGT,76,O,P,PSB,2,ASSAULT,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,COOPERATIVE,20,MALE,ASIAN / PACIFIC ISLANDER,5.11,165,MED,BRO,BLK,(null),76,C,(null),HICKS ST && HUNTINGTON ST,HICKS ST,983014,186055,11231,PBBS,BROOKLYN
3198,2020-03-22,13:17:00,2020,March,Sunday,Based on Radio Run,APP,POM,14,SGT,14,O,(null),(null),0,CRIMINAL TRESPASS,20,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,17,MALE,BLACK,5.8,160,MED,BRO,BLK,BACKPACK,14,E,(null),596 9 AVE,9 AVE,986433,215742,10036,PBMS,MANHATTAN
4997,2020-05-16,18:50:00,2020,May,Saturday,Based on Self Initiated,APP,POM,76,LT,76,O,H,Housin,1,CPW,11,Y,(null),Y,N,(null),Y,MARIJU,N,(null),S,(null),Y,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),CO,CALM,25,MALE,BLACK,5.6,160,THN,BRO,BRO,(null),76,D,(null),795 HICKS ST,HICKS ST,982935,185402,11231,PBBS,BROOKLYN
3199,2020-03-24,16:07:00,2020,March,Tuesday,Based on Radio Run,APP,POM,14,SGT,14,S,P,PSB,5,ROBBERY,1,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM AND COOPERATIVE,53,MALE,BLACK,6.1,220,MED,BRO,BLK,(null),14,D,(null),W 34 ST && 8 AVE,W 34 ST,986081,213355,(null),PBMS,MANHATTAN
513,2020-01-18,18:20:00,2020,January,Saturday,Based on Radio Run,APP,POM,104,SGT,104,(null),P,PSB,1,ROBBERY,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,37,MALE,WHITE,5.7,200,MED,GRN,BLK,(null),104,A,(null),74 ST && 78 AVE,74 ST,1018837,195930,11385,PBQN,QUEENS
1699,2020-02-19,15:25:00,2020,February,Wednesday,Based on Radio Run,APP,POM,43,SGT,43,O,(null),(null),1,CPW,5,Y,(null),N,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,"COMBATIVE, CONFRONTATIONAL",19,MALE,WHITE HISPANIC,5.6,165,THN,BRO,BLK,(null),43,C,(null),WATSON AVE && MANOR AVE,WATSON AVE,1018623,240382,10472,PBBX,BRONX
5922,2020-07-14,13:25:00,2020,July,Tuesday,Based on C/W on Scene,APP,POM,52,SGT,52,I,P,PSB,1,ASSAULT,4,Y,(null),N,Y,ASSAULT,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),Y,(null),(null),CM,"CALM, NERVOUS",41,FEMALE,BLACK,5.6,135,THN,BLK,BLK,(null),52,D,8L,3349 WEBSTER AVE,WEBSTER AVE,1019682,259122,10467,PBBX,BRONX
4968,2020-04-07,13:30:00,2020,April,Tuesday,Based on Radio Run,APP,POM,46,LT,46,O,P,PSB,1,CPW,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),Y,(null),(null),(null),(null),CM,COOPERATIVE,45,MALE,BLACK,6.1,180,THN,BLK,BLK,(null),46,A,(null),1761 TOWNSEND AVE,TOWNSEND AVE,1008780,248099,10453,PBBX,BRONX
