Pair	Hypothesis	P-value
STOP_LOCATION_STREET_NAME-17 AVE	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_LOCATION_STREET_NAME-17 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-170 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-171 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-172 ST	Fail to Reject Null Hypothesis	0.35108021148403035
STOP_LOCATION_STREET_NAME-173 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-175 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-177 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-178 PL	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-179 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-18 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-18 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-187 PL	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-187 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-189 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-19 AVE	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-19 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-190 ST	Fail to Reject Null Hypothesis	0.033944602375025154
STOP_LOCATION_STREET_NAME-194 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-195 PL	Reject Null Hypothesis	6.19563005762175e-11
STOP_LOCATION_STREET_NAME-197 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-197 STREET	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-2 AVE	Fail to Reject Null Hypothesis	0.4445418606648318
STOP_LOCATION_STREET_NAME-20 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-20 AVENUE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-205 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-207 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-209 ST	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-21 AVE	Fail to Reject Null Hypothesis	0.019844035870217547
STOP_LOCATION_STREET_NAME-21 ST	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-210 PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-211 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-212 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-213 ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-215 PL	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-217 LN	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-217 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-218 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-219 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-219 STREET	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_LOCATION_STREET_NAME-22 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-220 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-221 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-222 ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-223 ST	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_LOCATION_STREET_NAME-225 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-226 DR	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-226 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-229 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-23 AVE	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_LOCATION_STREET_NAME-23 RD	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-230 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-232 ST	Fail to Reject Null Hypothesis	0.2635785099860006
STOP_LOCATION_STREET_NAME-233 ST	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_LOCATION_STREET_NAME-24 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-24 AVENUE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-24 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-240 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-242 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-249 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-25 AVE	Fail to Reject Null Hypothesis	0.055865580405988234
STOP_LOCATION_STREET_NAME-26 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-27 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-27 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-29 AVE	Reject Null Hypothesis	6.19563005762175e-11
STOP_LOCATION_STREET_NAME-29 STREET	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-3 AVE	Fail to Reject Null Hypothesis	0.702630795505381
STOP_LOCATION_STREET_NAME-3 AVENUE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-3 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-30 AVE	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-30 RD	Fail to Reject Null Hypothesis	0.033944602375025154
STOP_LOCATION_STREET_NAME-31 AVE	Fail to Reject Null Hypothesis	0.0037734591924740973
STOP_LOCATION_STREET_NAME-31 RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-31 STREET	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-32 AVE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-32 ST	Fail to Reject Null Hypothesis	0.004048927043685364
STOP_LOCATION_STREET_NAME-34 AVE	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-34 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-35 AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-35 RD	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-35 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-36 AVE	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_LOCATION_STREET_NAME-37 AVE	Fail to Reject Null Hypothesis	0.01001718422612952
STOP_LOCATION_STREET_NAME-37 DR	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-37 ST	Fail to Reject Null Hypothesis	0.04793107790538805
STOP_LOCATION_STREET_NAME-38 AVE	Fail to Reject Null Hypothesis	0.010890955187039312
STOP_LOCATION_STREET_NAME-38 ST	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_LOCATION_STREET_NAME-39 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-39 AVENUE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-39 PL	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-39 ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-4 AVE	Fail to Reject Null Hypothesis	0.8837791849333853
STOP_LOCATION_STREET_NAME-4 ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-40 AVE	Reject Null Hypothesis	2.785306294641872e-07
STOP_LOCATION_STREET_NAME-40 RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-40 ST	Fail to Reject Null Hypothesis	0.008818933376564584
STOP_LOCATION_STREET_NAME-41 AVE	Fail to Reject Null Hypothesis	0.025259052319986052
STOP_LOCATION_STREET_NAME-41 AVENUE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-41 ST	Fail to Reject Null Hypothesis	0.003515670130133587
STOP_LOCATION_STREET_NAME-42 AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-42 ST	Reject Null Hypothesis	2.0888754148894528e-07
STOP_LOCATION_STREET_NAME-43 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-43 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-44 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-44 ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-45 AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-45 ST	Fail to Reject Null Hypothesis	0.019844035870217547
STOP_LOCATION_STREET_NAME-46 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-47 AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-47 ST	Fail to Reject Null Hypothesis	0.024251021484834396
STOP_LOCATION_STREET_NAME-48 AVE	Reject Null Hypothesis	4.854055200313883e-16
STOP_LOCATION_STREET_NAME-48 ST	Fail to Reject Null Hypothesis	0.02968758192390213
STOP_LOCATION_STREET_NAME-49 ST	Fail to Reject Null Hypothesis	0.019844035870217547
STOP_LOCATION_STREET_NAME-49 STREET	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-5 AVE	Fail to Reject Null Hypothesis	0.024101975241480292
STOP_LOCATION_STREET_NAME-5 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-50 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-50 ST	Fail to Reject Null Hypothesis	0.00036601833527912664
STOP_LOCATION_STREET_NAME-51 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-51 AVENUE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-51 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-51 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-52 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-52 ST	Reject Null Hypothesis	4.854055200313883e-16
STOP_LOCATION_STREET_NAME-53 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-53 DR	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-53 ST	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_LOCATION_STREET_NAME-54 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-54 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-55 ST	Reject Null Hypothesis	6.261930529500372e-07
STOP_LOCATION_STREET_NAME-56 AVE	Fail to Reject Null Hypothesis	0.877783938893591
STOP_LOCATION_STREET_NAME-56 DR	Reject Null Hypothesis	6.19563005762175e-11
STOP_LOCATION_STREET_NAME-56 ST	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_LOCATION_STREET_NAME-57 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-57 ST	Fail to Reject Null Hypothesis	0.056747510682110605
STOP_LOCATION_STREET_NAME-58 ST	Reject Null Hypothesis	1.801685835506355e-08
STOP_LOCATION_STREET_NAME-59 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-59 ST	Fail to Reject Null Hypothesis	0.008587675906910957
STOP_LOCATION_STREET_NAME-6 AVE	Fail to Reject Null Hypothesis	0.0029555664223098617
STOP_LOCATION_STREET_NAME-6 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-60 LN	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-60 PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-60 ST	Reject Null Hypothesis	6.8942040694431425e-06
STOP_LOCATION_STREET_NAME-60 STREET	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-61 ST	Fail to Reject Null Hypothesis	0.01526198218247672
STOP_LOCATION_STREET_NAME-62 ST	Fail to Reject Null Hypothesis	0.0001565824540989522
STOP_LOCATION_STREET_NAME-63 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-63 DR	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_LOCATION_STREET_NAME-63 RD	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_LOCATION_STREET_NAME-63 ST	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_LOCATION_STREET_NAME-64 RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-64 ROAD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-64 ST	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_LOCATION_STREET_NAME-65 AVE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-65 PL	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-65 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-66 AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-66 DR	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-66 ST	Reject Null Hypothesis	6.8942040694431425e-06
STOP_LOCATION_STREET_NAME-67 AVE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-67 DR	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-67 RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-67 ST	Fail to Reject Null Hypothesis	0.19129631539760877
STOP_LOCATION_STREET_NAME-68 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-69 ST	Reject Null Hypothesis	6.19563005762175e-11
STOP_LOCATION_STREET_NAME-7 AVE	Fail to Reject Null Hypothesis	0.09601005406427195
STOP_LOCATION_STREET_NAME-7 AVE S	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-70 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-71 AVE	Fail to Reject Null Hypothesis	0.7677973157228477
STOP_LOCATION_STREET_NAME-71 ST	Fail to Reject Null Hypothesis	0.35108021148403035
STOP_LOCATION_STREET_NAME-72 DR	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-72 ST	Fail to Reject Null Hypothesis	0.10674374269092195
STOP_LOCATION_STREET_NAME-73 AVENUE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-73 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-74 ST	Fail to Reject Null Hypothesis	0.019844035870217547
STOP_LOCATION_STREET_NAME-75 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-76 AVE	Fail to Reject Null Hypothesis	0.008587675906910957
STOP_LOCATION_STREET_NAME-76 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-77 ST	Fail to Reject Null Hypothesis	0.003515670130133587
STOP_LOCATION_STREET_NAME-78 AVE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-78 ST	Fail to Reject Null Hypothesis	0.006982684014580946
STOP_LOCATION_STREET_NAME-78 STREET	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-79 PL	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-79 ST	Fail to Reject Null Hypothesis	0.010890955187039312
STOP_LOCATION_STREET_NAME-79 STREET BOAT BASIN	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-8 AVE	Fail to Reject Null Hypothesis	0.6900063438301824
STOP_LOCATION_STREET_NAME-8 ST	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_LOCATION_STREET_NAME-80 ST	Fail to Reject Null Hypothesis	0.11577746580951292
STOP_LOCATION_STREET_NAME-80 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-81 ST	Reject Null Hypothesis	5.214108743012443e-07
STOP_LOCATION_STREET_NAME-82 ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-83 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-84 RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-84 ST	Fail to Reject Null Hypothesis	0.01526198218247672
STOP_LOCATION_STREET_NAME-85 ST	Reject Null Hypothesis	6.8942040694431425e-06
STOP_LOCATION_STREET_NAME-86 ST	Fail to Reject Null Hypothesis	0.4932077630906019
STOP_LOCATION_STREET_NAME-86 ST TRANSVERSE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-87 AVE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-87 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-88 AVENUE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-88 ST	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-89 AVE	Fail to Reject Null Hypothesis	0.2635785099860006
STOP_LOCATION_STREET_NAME-89 ST	Fail to Reject Null Hypothesis	0.15607298250187077
STOP_LOCATION_STREET_NAME-9 AVE	Fail to Reject Null Hypothesis	0.6652160924216525
STOP_LOCATION_STREET_NAME-9 ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-90 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-91 ST	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_LOCATION_STREET_NAME-92 AVE	Fail to Reject Null Hypothesis	0.004048927043685364
STOP_LOCATION_STREET_NAME-92 ST	Fail to Reject Null Hypothesis	0.008818933376564584
STOP_LOCATION_STREET_NAME-93 ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-94 ST	Fail to Reject Null Hypothesis	0.4903263925339797
STOP_LOCATION_STREET_NAME-94 STREET	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-95 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-95 ST	Fail to Reject Null Hypothesis	0.00011804709732386216
STOP_LOCATION_STREET_NAME-96 ST	Fail to Reject Null Hypothesis	0.008587675906910957
STOP_LOCATION_STREET_NAME-97 PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-97 ST	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-97 ST TRANSVERSE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-98 ST	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_LOCATION_STREET_NAME-99 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-99 ST	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_LOCATION_STREET_NAME-ACADEMY ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-ADAM CLAYTON POWELL JR BL	Fail to Reject Null Hypothesis	0.05520732745411874
STOP_LOCATION_STREET_NAME-ADAMS PL	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-ADAMS ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-ALBANY AVE	Fail to Reject Null Hypothesis	0.29620614756483116
STOP_LOCATION_STREET_NAME-ALBEE SQ	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-ALBEMARLE RD	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-ALBERT ROAD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-ALBION PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-ALDERTON ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-ALDRICH ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-ALDUS ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-ALEXANDER AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-ALLEN ST	Fail to Reject Null Hypothesis	0.35108021148403035
STOP_LOCATION_STREET_NAME-ALLERTON AVE	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_LOCATION_STREET_NAME-ALMEDA AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-AMBOY RD	Fail to Reject Null Hypothesis	0.010890955187039312
STOP_LOCATION_STREET_NAME-AMBOY ST	Fail to Reject Null Hypothesis	0.15454665345523924
STOP_LOCATION_STREET_NAME-AMPERE AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-AMSTERDAM AVE	Fail to Reject Null Hypothesis	0.2329900577420428
STOP_LOCATION_STREET_NAME-AMSTERDAM AVENUE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-ANDERSON AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-ANDREWS AVE S	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-ANNADALE RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-ANNADALE ROAD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-ANTHONY AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-AQUEDUCT AVE E	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-AQUEDUCT AVE W	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-AQUEDUCT AVENUE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-ARCHER AVE	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-ARCHER ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-ARDEN AVE	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-ARDEN ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-ARGYLE RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-ARLINGTON PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-ARMSTRONG AVE	Fail to Reject Null Hypothesis	0.5867536789575318
